,Unnamed: 0,npo02__LastCloseDate__c,npo02__FirstCloseDate__c,AccountNumber,Id,npo02__LastOppAmount__c,npo02__OppAmountThisYear__c,npo02__OppAmountLastYear__c,npo02__TotalOppAmount__c,npo02__OppAmount2YearsAgo__c,npo02__NumberOfClosedOpps__c,npo02__LargestAmount__c,npo02__SmallestAmount__c,npo02__AverageAmount__c,Total_Gifts_This_Year_as_of_Last_Year__c,Account Record Type,First_Gift_Year__c,Last_Close_Month,AccountId,amount_min,amount_max,amount_mean,start_year,latest_year,first_month,avg_month,latest_month,amount_total,non_zero_counts,this_year_non_zero_counts,this_year_amount_total,this_year_amount_mean,prev_year_non_zero_counts,prev_year_amount_total,prev_year_amount_mean,account_age,dormancy_years,average_total_donation,average_time_between_donation,amount_total_percentiles,non_zero_counts_percentiles,dormancy_years_percentiles,persona,group
324,324,2023-04-27,2024-09-24,cnmpOlQbwCvnPLUHiunQuWfjfHaQwofmqBPBsDVy,UztzjYxMmbayKhfuLRycyqbXQKAUwpWvCsZKscYd,82258.72,81518.79,45952.42,97178.16,3209.73,87747.91,52105.1,63243.48,83130.55,33.11,zucchini,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,
325,325,2024-07-12,2026-01-21,hZlThZZSbdlsCAcjlLTLOIfeWVaYuDWDykIWIRUD,eqBCElOtShqsvhciVeagPPeqBLkXIFeIdQVzVLcz,83932.61,22880.68,3239.37,64097.34,35056.45,52632.94,48829.17,25128.98,36483.7,10.29,religious institution,2026,7,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326,2026-02-28,2025-11-17,awzYGqsogzWIgmIpuCROUDwYbhyfqDRbtmDAaSIN,mFXQcciBijMVxMCZWwrACxTRSLfKXyIeySKGVbhJ,11091.8,6524.41,20738.68,35421.94,25974.19,7510.17,75631.84,17586.65,50200.98,59.75,temple,2025,2,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,2025-08-13,2025-10-25,knKsOZZxwHilIgvDseKJEdcUsQpRlRtZWhLBgiJd,CDTyLRHdkqAffMCiqKSICEMZfjItKaZQCkWosijD,81198.95,24872.68,79811.81,48781.55,190.5,3528.85,40179.8,49920.58,79375.58,39.79,Family,2025,8,CDTyLRHdkqAffMCiqKSICEMZfjItKaZQCkWosijD,5565.77,37642.44,21604.105000000003,2020.0,2024.0,8.0,10.0,12.0,43208.21000000001,2.0,1.0,37642.44,37642.44,,,,5.0,1.0,8641.642000000002,0.4,0.3930957683741648,0.9454342984409799,0.26447661469933187,Ryan,Green
328,328,2024-04-26,2024-04-29,VKtrcQWltfvEcBJmXZcHQmMbqTJgvduQktoxLpLC,msacgBnbAftjTOtoglgqgjUyiddbmoGjoIeGBBlo,15648.59,73493.84,13748.3,89681.92,47623.2,72313.92,84279.97,86339.25,71658.19,41.38,Family,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,
329,329,2024-10-26,2025-02-13,OFHrPdnZzXYLpeyCybrCHEbjOSKVGVwdgXjOaQeu,ahGurgZWqumpwCuFCcDWucUamjQyrIrCoQubPFEF,79046.43,32847.83,60540.3,20732.5,54265.8,74059.16,64675.42,10712.71,75781.94,22.6,temple,2025,10,ahGurgZWqumpwCuFCcDWucUamjQyrIrCoQubPFEF,43742.17,43742.17,43742.17,2021.0,2021.0,9.0,9.0,9.0,43742.17,1.0,,,,,,,4.0,4.0,10935.5425,0.25,0.3975501113585746,0.4510022271714922,0.7065701559020044,Peter,Orange
330,330,2023-05-28,2024-08-13,uUFBEeevAxixYxwgXmvQTEmlrHQjKmsdRYToYwgg,AecYeMZyDZlJpACOvPOeeUNqdfRyxMlTeDfrNBXg,8012.96,80787.85,32896.64,84399.99,10637.9,35634.62,89589.18,2427.19,32356.0,55.17,watermelon,2024,5,AecYeMZyDZlJpACOvPOeeUNqdfRyxMlTeDfrNBXg,1445.28,1445.28,1445.28,2025.0,2025.0,6.0,6.0,6.0,1445.28,1.0,,,,,,,0.0,0.0,inf,inf,0.012249443207126948,0.4510022271714922,0.10523385300668152,Yara,Light Blue
331,331,2025-06-16,2025-10-01,oKNAdNxUYrqCaxxusRsdLQcyzcrCnxewvJKppMxj,nhiuEwkjJwbNRuyUZjerjcXQvRnMXNiERNIIQiNd,36491.52,84838.92,48776.13,86193.97,43540.01,38209.79,43040.81,31594.57,8888.62,37.1,Family Church,2025,6,,,,,,,,,,,,,,,,,,,,,,,,,,
332,332,2024-11-28,2024-08-07,HFmubKcoEUCpWFpQqNGRAoPCXVwqogPITTFGAVBP,SChkbIkGuKeqFIWMnCgYLmyDOizvnPpwVZpbAKjT,40192.46,67268.19,12145.26,5498.83,30509.38,90173.37,51307.08,4298.65,68845.55,3.3,yellow passion fruit,2024,11,SChkbIkGuKeqFIWMnCgYLmyDOizvnPpwVZpbAKjT,80038.83,80038.83,80038.83,2025.0,2025.0,1.0,1.0,1.0,80038.83,1.0,,,,,,,0.0,0.0,inf,inf,0.7605790645879733,0.4510022271714922,0.10523385300668152,Gary,Gold
333,333,2025-08-10,2025-10-25,qGEiBKAgeGyCiyUruMPNtWbzasXCFyrBIbpvmTcm,fLGiiaKPaKknHJebdeYkcEqVVrorHqukPAIeUfQo,45499.95,36365.87,79192.89,1127.45,17125.92,73672.3,14176.21,45372.18,69154.49,83.67,religious institution,2025,8,,,,,,,,,,,,,,,,,,,,,,,,,,
334,334,2025-06-26,2025-04-17,pfyYpybMuyAiVWLiQolWoPcVlxchtipZlJulAJbY,HwjuvOjLQHDLDFOllBKhsGlGfwFyFSOhGiFnWAnZ,16298.19,27908.39,34868.74,54009.07,59837.2,82436.62,4930.05,72971.35,21792.67,80.55,church,2025,6,,,,,,,,,,,,,,,,,,,,,,,,,,
335,335,2025-09-11,2023-05-01,xyCkezgFPlHruqUtcxlOVpnuMPbmzlgUhUGULgOz,WbxEZsxqjfKjuXADnNytchpJIiyKzfZpUBKksUCV,88006.13,93668.66,37649.1,91426.56,68528.55,7025.71,75723.35,16430.12,33162.52,42.28,church,2023,9,WbxEZsxqjfKjuXADnNytchpJIiyKzfZpUBKksUCV,33671.37,33671.37,33671.37,2025.0,2025.0,8.0,8.0,8.0,33671.37,1.0,,,,,,,0.0,0.0,inf,inf,0.2962138084632517,0.4510022271714922,0.10523385300668152,Yara,Light Blue
336,336,2024-02-28,2025-06-22,RGpPhyYGNRCOYIeOUozMrKrcuwJTLHBysSdolEKi,okNcpkizwHNuiGnHWonocgnVeuIwXSRDLKmkWZIG,2854.79,2317.55,36451.52,32132.63,69416.75,59743.34,25503.6,74294.53,41094.22,29.16,yellow passion fruit,2025,2,,,,,,,,,,,,,,,,,,,,,,,,,,
337,337,2025-12-30,2025-04-25,uHICSjFMOOLrsopAHvmuLaZkkruPVTnqozXHhDWN,nISzXvmfYEmlpjvkPqxybIXSzpMcFgxrqNzIgQGo,30325.97,48682.72,17438.87,84089.95,76340.19,55852.55,38133.69,17621.64,77573.48,26.22,Family Church,2025,12,,,,,,,,,,,,,,,,,,,,,,,,,,
338,338,2023-04-07,2024-09-18,KJInNeEovzYWAtvJFArftcbTpDpYSJFjOCGiOPuv,rZLwAQeaHhirZudwqVNahanRkdgRXeFZFMBntSZv,42649.72,81003.47,35603.18,71367.82,86354.63,92250.57,1549.44,66196.65,61920.32,80.73,xigua,2024,4,rZLwAQeaHhirZudwqVNahanRkdgRXeFZFMBntSZv,29417.28,53507.7,41462.49,2020.0,2023.0,1.0,1.5,2.0,82924.98,2.0,,,,1.0,29417.28,29417.28,5.0,2.0,16584.996,0.4,0.7873051224944321,0.9454342984409799,0.41648106904231624,Gary,Gold
339,339,2024-06-28,2024-09-29,PxlGTqFGBaxqIonDRStthhENmixqxkzBFmAGHVgO,YOXAfxdZgEpNtfmErQaDyzshuICMlBaMlEuceblc,94452.49,57322.19,15818.79,13993.59,21004.21,38448.39,13002.53,99377.22,3673.27,81.12,yellow passion fruit,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340,2024-05-31,2023-11-10,tcRIFksBaLOSkGvpiWJRVJFXQoovSnIViHhNqsgO,oalwHjaDrNkNeBGRDhccXHJWirzeojMCHgfRfJyl,61551.73,85211.54,25216.98,29193.54,41488.94,28781.42,95649.73,80858.49,27661.98,58.9,temple,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,2023-06-12,2023-05-10,ATicdEoCSYKrBEjcxStbtxVnebQvXyxKobkEdoqx,mnNRtzFOTmbWFgqrvBCxhSSkTudPVSgdFPTRYyhB,42344.86,53083.8,56537.41,85754.9,75480.46,59353.79,17805.45,92487.24,39955.18,6.81,yellow passion fruit,2023,6,mnNRtzFOTmbWFgqrvBCxhSSkTudPVSgdFPTRYyhB,35548.55,35548.55,35548.55,2020.0,2020.0,10.0,10.0,10.0,35548.55,1.0,,,,,,,5.0,5.0,7109.710000000001,0.2,0.3129175946547884,0.4510022271714922,0.839086859688196,Beth,Red
342,342,2025-05-29,2024-08-11,RbUPKqlLmMLEONVMuuFTShuQQNxBLDJKwaehaiMb,SBRGictRdspQPeGUrjCWdXyFiOGHcZgQQTCiRINK,97003.86,19163.26,38194.16,88375.28,93762.24,63289.86,71434.15,10633.14,57402.84,95.53,Family Church,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,
343,343,2023-12-01,2024-08-21,zZLpJxlJWdmVzOuGjzeySVRTmfsKidXmYKvfHQaR,HrNeuKJuGaFYUiNdYLVIVSTnIKOVkrOGNuNWyACb,56328.36,29781.08,2699.99,68385.97,56578.56,62603.48,12819.98,17746.81,62670.59,75.93,church,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,
344,344,2025-01-24,2024-09-16,aVrGOlSqjWRZBJXmfAuIUqXxOqXGLXEJDfVnPqrg,TqiUfOFoEzqbVaTQKiHEyXWrwySIxrRZLMsspHCB,90743.05,17376.83,53394.93,85839.27,74276.87,39908.44,11791.74,6759.39,96464.03,47.62,yellow passion fruit,2024,1,,,,,,,,,,,,,,,,,,,,,,,,,,
345,345,2023-05-07,2023-08-04,FLmeRMhRvPFcNNIlWJRUpyMkJajfUGrNmjpqbSvZ,nHmZjBRhJOAyYQToMiDPghFiViDQngnYixnbBjLq,40739.93,82155.33,82402.87,51286.59,2126.49,3490.97,46080.07,95591.7,48643.93,31.05,religious institution,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,,
346,346,2025-08-13,2025-06-22,dTXKcfPWimWdkvtyLQxlBYOSLTmCNVXpQGgfdqjj,vDPfXMwJkAHHHHidCGthcpUGCmmNzHuOHdespiXP,62547.74,45898.5,90128.17,49654.25,93283.22,9317.98,54494.73,61957.35,36238.61,14.39,Family Church,2025,8,vDPfXMwJkAHHHHidCGthcpUGCmmNzHuOHdespiXP,94119.24,94119.24,94119.24,2022.0,2022.0,10.0,10.0,10.0,94119.24,1.0,,,,,,,3.0,3.0,31373.08,0.3333333333333333,0.878619153674833,0.4510022271714922,0.5662583518930958,Laura,Purple
347,347,2023-04-29,2026-02-19,KnkehmKLdraIklnLupRjuOoGEkiIXohzlYASTEXL,ERsFZkJzHCuQySIuzWLNbmmHuhpppHvzkdlCBEQo,68783.2,51167.1,64071.27,70382.57,90556.91,97788.09,71407.8,86737.68,82445.44,93.48,Family Church,2026,4,,,,,,,,,,,,,,,,,,,,,,,,,,
348,348,2025-10-08,2025-07-04,yUcKuYxaimWvgDqgJsotgvtGKhgSadezoAuEvntP,TXTOZOyTjPxGOcuscQAyRzstGHPglCQZOknWfpdi,66458.81,78181.87,91452.05,97021.16,74535.02,94525.09,19846.31,84286.29,2983.11,55.33,Family,2025,10,,,,,,,,,,,,,,,,,,,,,,,,,,
349,349,2024-12-28,2026-01-07,yRtrTnuZUTmIJHWGLchmZrPuFpRKQvQJwVwlZwBk,CKHbhVtmaTZWdTaPsjXHmgoVFDnMKOTvAJDfjGzt,73852.08,15490.28,38088.04,93049.52,61921.85,37557.49,74493.54,83039.97,49718.49,59.86,Family Church,2026,12,,,,,,,,,,,,,,,,,,,,,,,,,,
350,350,2024-03-11,2024-02-19,UhLoNPHiexjjokRaqQXjxWKASItPFEOQMlEVznZS,bnzuSwzPlhHiUfRVSvZkQDOVsexCfMZOmPqwXMhd,65524.21,12411.68,72199.11,64119.01,46792.31,9163.17,28344.85,30072.88,97864.87,43.18,temple,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351,2025-03-31,2025-10-12,xxxhcOWgMqwheFxMocmdXnjeavMvsnCliQCdaCtO,CZDQGDiOriZfcqNwRLVDBJivOLKtbUChLtueDjFz,1388.48,65458.81,63437.05,73390.13,9496.6,46854.65,46398.53,70022.9,94744.17,80.98,yellow passion fruit,2025,3,,,,,,,,,,,,,,,,,,,,,,,,,,
352,352,2024-06-24,2024-09-30,dWyQWcicZrxGksSlYYgtcexQcZgFNlgimkwVReVI,ZoUaBdBkTHmPeMupNWkKVFksYOqjocsfSvvzgkBI,72201.06,71849.33,67760.29,29161.32,63694.08,84133.48,7879.35,48220.82,5494.93,72.71,temple,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,
353,353,2023-11-17,2024-11-15,KFtApKUYfPugTRbZoOxEMpVAAXcfnpStuOtKbshE,IFXRWYcJSVgaBbrSdYSjmdlXMajUBuDzPxcirCee,91870.77,15201.61,1166.41,27421.21,87128.18,79849.31,98604.38,51147.16,86343.48,84.46,religious institution,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,
354,354,2025-05-09,2025-12-23,KjvyjCEVsoCYSVUIYhPhtFvPDzbgIjIQtenpNBbV,xzorLtPxtWekDCPZJombKQwCiuZPorpzLsbyuUNH,45854.64,45418.01,7.61,7828.12,13944.69,4169.27,185.8,52849.98,13680.07,64.43,church,2025,5,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,2025-11-09,2023-08-15,MoRYusIUMzZSuFdMqALGlprsZZSKYZDjhZcrfela,lvmPKOeBaTEBrmzHVzfCwdAqeoDDPSWHGqqHEJTs,50734.38,36385.8,51992.45,25571.82,91491.27,9762.38,80952.78,72527.45,13035.49,33.81,zucchini,2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,
356,356,2025-11-07,2024-02-09,eeYgTlKyXyNuDfRYHUmNNKXqlWBNqfmpbfkhkxvx,PZGeSdpPfhVTTSrYelpgUnFAbNxpIWecUswGnDMc,84121.13,40802.01,42526.17,30101.97,47946.11,81000.99,66294.29,46937.66,1731.58,24.24,zucchini,2024,11,PZGeSdpPfhVTTSrYelpgUnFAbNxpIWecUswGnDMc,5917.43,5917.43,5917.43,2023.0,2023.0,2.0,2.0,2.0,5917.43,1.0,,,,1.0,5917.43,5917.43,2.0,2.0,2958.715,0.5,0.044543429844097995,0.4510022271714922,0.41648106904231624,Yara,Light Blue
357,357,2024-01-20,2025-12-20,mjDOLHAWISArmYOcvVkHXQYxhbZdiZHsGJMKgRpA,ryLucjXBzLFwNOFSJJjFPqvYKRGNRObzcsaaiVWP,29694.15,70376.11,63196.56,53601.12,46739.04,37639.62,78436.53,80876.84,43956.97,40.81,xigua,2025,1,ryLucjXBzLFwNOFSJJjFPqvYKRGNRObzcsaaiVWP,38271.06,38271.06,38271.06,2022.0,2022.0,3.0,3.0,3.0,38271.06,1.0,,,,,,,3.0,3.0,12757.019999999999,0.3333333333333333,0.3429844097995546,0.4510022271714922,0.5662583518930958,Peter,Orange
358,358,2023-11-25,2025-09-20,oDGSPonWFQhTSkRfkjMuiULfHEgAxktlUbplUkaZ,SkOYkBnavfwHcmfFviAjQtRuMvYXhFgiMKhfgNNI,66667.71,49813.71,14157.56,49764.31,17369.69,4486.81,79043.63,34606.82,13502.87,98.45,church,2025,11,,,,,,,,,,,,,,,,,,,,,,,,,,
359,359,2023-04-07,2024-04-26,wsongutmcYUQTtLbOPeLSPSlqtnhhhuxmlxezZNu,BlzaNfOPkJPAHICyUFwghEbOPpgDjxtUXCPAOWsO,89918.95,32691.34,85062.56,75438.81,63162.95,19121.73,24873.64,68609.63,34168.01,3.48,temple,2024,4,BlzaNfOPkJPAHICyUFwghEbOPpgDjxtUXCPAOWsO,24572.14,24572.14,24572.14,2024.0,2024.0,11.0,11.0,11.0,24572.14,1.0,1.0,24572.14,24572.14,,,,1.0,1.0,24572.14,1.0,0.2071269487750557,0.4510022271714922,0.26447661469933187,Yara,Light Blue
360,360,2024-12-02,2025-04-18,gOYgMTkoVSPBMlGhketoIYkKSnnPoFAEIbcDHzMs,pShihhnTxDelKEGfDrLYfffxDKynaBSelkZyAjwG,24974.41,43076.17,13336.31,79828.45,60079.39,74620.11,3960.82,77654.99,89861.72,52.84,Family,2025,12,pShihhnTxDelKEGfDrLYfffxDKynaBSelkZyAjwG,20300.28,20300.28,20300.28,2022.0,2022.0,9.0,9.0,9.0,20300.28,1.0,,,,,,,3.0,3.0,6766.759999999999,0.3333333333333333,0.16592427616926503,0.4510022271714922,0.5662583518930958,Beth,Red
361,361,2023-07-22,2024-05-10,MgRFsMBSOMhFHPXyIHbkjHVwRxOzNpswljqPQhCY,UeBOMyvezyJVDYFVyqvXEGOYuUCCxarlKRcByfqM,80218.62,27468.18,8919.42,52386.29,52555.81,23318.77,89881.52,98826.57,29513.64,59.11,watermelon,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,
362,362,2025-09-05,2025-03-18,ikBLGfzSDLFerGyQyHaUyMeuvNbChXbJsqLYAobz,WqqwgKTgJfrHbertoxjLxUihXttFiMUpTlZhaiEC,54268.53,54665.22,65805.46,13097.41,31997.75,81454.2,74384.35,65800.74,42249.68,7.54,zucchini,2025,9,,,,,,,,,,,,,,,,,,,,,,,,,,
363,363,2025-08-05,2025-11-05,qXNsZUBcQkyLMbWgQRILZTljHtyVBwCkchPJvaSI,PVnUztYSoJlFxMtjHliqnANzJvgVKPxbmnQLtwIV,3525.66,60353.98,49007.57,91643.09,22077.11,38552.36,75710.64,56165.73,17778.94,72.74,zucchini,2025,8,,,,,,,,,,,,,,,,,,,,,,,,,,
364,364,2024-01-29,2026-02-06,igDlRFKfcWqPotnBVuzheONKZCAsEhDkKHxUcIvv,CTcrYHIHLIwulVfjyAEFfTeMEBEWJcXfTlTKOHXC,38223.77,38039.64,50938.38,943.79,56122.56,77979.52,68982.61,62870.32,56848.39,73.3,temple,2026,1,,,,,,,,,,,,,,,,,,,,,,,,,,
365,365,2024-02-05,2024-07-26,uxVbACSlCUIIwkZjjZgbrovjejaNbJNiMPRGyTLu,GnUzQLRYGqgXApObcLAWuQwAJIGPEMEUxPUogtDM,44255.24,97263.1,72894.9,90377.26,10415.14,42380.32,62514.36,65787.85,50264.63,52.92,church,2024,2,,,,,,,,,,,,,,,,,,,,,,,,,,
366,366,2024-08-23,2024-01-04,puFUNJAYXUdKqOXhxHuNtkIKygamCxNWVAzIFySy,CjlgQJzJJjapKgsBKaKOxuNWiSaViYQgCFrFwdjy,1962.15,45718.16,17384.85,16122.1,74782.03,25722.34,73552.52,23335.13,75980.53,37.28,xigua,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,
367,367,2025-09-03,2024-02-23,jMLyuJIKCPqKNdVKwhkueyRdssjdVyGLpfMJnyfw,zSqsbbcutxPBNPAqniNqOywYwhcaXUvWUtlVFwMx,83052.3,75202.08,91555.61,81643.59,84670.13,55133.48,62044.44,59094.56,800.27,94.3,watermelon,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
368,368,2023-06-17,2024-07-29,ixcZfxLWKcgeYpGyEMFgBsbflBeUxMnCXaPJIMkc,zJQgDhqrZHQyrMeZxcqFFzDlKShgiDqpIDaBUoyx,29020.38,94795.94,14368.52,3223.8,99446.05,18586.71,80936.71,300.8,32012.44,93.4,temple,2024,6,zJQgDhqrZHQyrMeZxcqFFzDlKShgiDqpIDaBUoyx,25335.47,25335.47,25335.47,2022.0,2022.0,12.0,12.0,12.0,25335.47,1.0,,,,,,,3.0,3.0,8445.156666666668,0.3333333333333333,0.21714922048997773,0.4510022271714922,0.5662583518930958,Beth,Red
369,369,2023-10-13,2024-09-22,hSSgQeZgByfNbXYonCUiJeruSTFwFuPVlKFBwTlv,eccrlXqxYPugEjWITyDEKzrwcdhMntTGAVhYWbPk,73575.85,44049.49,55316.23,81949.09,26055.04,97197.02,10308.52,53313.0,98505.18,81.52,Family,2024,10,eccrlXqxYPugEjWITyDEKzrwcdhMntTGAVhYWbPk,94735.9,94735.9,94735.9,2021.0,2021.0,10.0,10.0,10.0,94735.9,1.0,,,,,,,4.0,4.0,23683.975,0.25,0.888641425389755,0.4510022271714922,0.7065701559020044,Laura,Purple
370,370,2024-09-29,2024-05-12,iFGcvuMEetHJTAfKYJJtAAUmsWzRGvlATdRKXOlF,AUOguttcbaaozpiFUkHoESkjaWbXAnKjDKpgUBRQ,69737.05,40373.21,3508.13,71545.47,69184.1,65202.62,23427.67,97023.95,45859.74,95.84,watermelon,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
371,371,2023-04-29,2024-06-14,mrXMdSnKnHsVexydCIFPSLrxjQSTjLJgLAXqJwqb,GxxAFbGbCjrMEVaPAIgcUJWXPBQfKFNvjoynCQSl,42583.71,71394.43,14595.87,80642.64,72729.65,62758.24,23467.55,72987.85,25196.5,82.34,xigua,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,
372,372,2023-09-04,2023-04-03,oYtknbniyOSihyUntFzhyfhMcaThnbYrhJkQGCnH,YnPLqWUhjabqnabDLJgbcPxGwfOSmzSzdfzTrlLo,67575.62,62788.17,652.03,52695.06,80241.99,85683.14,14794.27,79395.63,26176.96,24.61,religious institution,2023,9,YnPLqWUhjabqnabDLJgbcPxGwfOSmzSzdfzTrlLo,9742.02,9742.02,9742.02,2019.0,2019.0,7.0,7.0,7.0,9742.02,1.0,,,,,,,6.0,6.0,1623.67,0.16666666666666666,0.08129175946547884,0.4510022271714922,0.9548997772828508,Beth,Red
373,373,2025-09-08,2023-07-03,EZUZTeUIodkJGsnCNpyIKijzdpgbmHCGseGpgbTk,uIwJlRJLxEhoiDmVbaPIvwklrRsyAFnrshrFEEiL,92067.8,7550.55,8146.06,99705.57,38574.59,33951.95,98702.42,31522.68,71260.81,34.43,watermelon,2023,9,,,,,,,,,,,,,,,,,,,,,,,,,,
374,374,2025-03-25,2025-11-11,adzorSBlLLsAsfkqNrzBLOydrTzVyqyasAMSVokc,IzZHbsXRqJoQYazbgfHGhmnbiGRCdYSrhrfvPPfi,95542.2,82494.88,77949.24,79982.61,18784.35,49407.71,98180.12,5526.79,62301.81,6.76,zucchini,2025,3,IzZHbsXRqJoQYazbgfHGhmnbiGRCdYSrhrfvPPfi,61445.86,61445.86,61445.86,2026.0,2026.0,2.0,2.0,2.0,61445.86,1.0,,,,,,,-1.0,-1.0,-61445.86,-1.0,0.5701559020044543,0.4510022271714922,0.013363028953229399,Ryan,Green
375,375,2025-12-02,2025-07-16,vRZnYpMoKrkIKgLCzJURpseOFeFjoRDWotJXZYjp,sjArcCfraHMaoWNyDCLgpsTDBcmEbgMUOrBYAZbB,61980.5,89412.13,74634.67,12846.69,99353.08,14421.94,83972.03,43285.94,66748.42,48.36,church,2025,12,,,,,,,,,,,,,,,,,,,,,,,,,,
376,376,2023-11-29,2024-10-02,ALHCAwMxsgMsmLWnzuaeRrEPgzJQLRujuqaMmSWx,tffatbKmjwvsRiJtohmrOaoreSGFhjWvGxfmVHFJ,9708.87,86507.38,32017.96,25303.74,27440.79,85766.16,24941.03,43096.92,33637.9,17.6,church,2024,11,tffatbKmjwvsRiJtohmrOaoreSGFhjWvGxfmVHFJ,942.84,942.84,942.84,2025.0,2025.0,9.0,9.0,9.0,942.84,1.0,,,,,,,0.0,0.0,inf,inf,0.008908685968819599,0.4510022271714922,0.10523385300668152,Yara,Light Blue
377,377,2025-01-20,2024-11-16,fEzoWOVUHOafMpAWngjEwnxWirEZqWBUxwbpraOd,eWdumGzzAGLSYLXhIuJWRKJycAZRpJknmdyFrbmo,44899.87,26537.94,55707.83,63907.19,31481.85,56288.23,10056.27,73613.76,42429.74,91.24,religious institution,2024,1,eWdumGzzAGLSYLXhIuJWRKJycAZRpJknmdyFrbmo,42874.75,42874.75,42874.75,2020.0,2020.0,5.0,5.0,5.0,42874.75,1.0,,,,,,,5.0,5.0,8574.95,0.2,0.388641425389755,0.4510022271714922,0.839086859688196,Peter,Orange
378,378,2024-07-06,2026-01-12,yaYikmWQhkQrqhbxVcqUwJUUGRIYDhZBlZvWKHoa,XtjcwHzXiSvXQGXSZkzprkcHxnPLKvLLbQemEjFJ,13003.04,97470.63,67848.9,66698.55,42190.95,13272.67,32844.05,18763.49,26256.62,63.1,Family Church,2026,7,XtjcwHzXiSvXQGXSZkzprkcHxnPLKvLLbQemEjFJ,39989.46,39989.46,39989.46,2022.0,2022.0,10.0,10.0,10.0,39989.46,1.0,,,,,,,3.0,3.0,13329.82,0.3333333333333333,0.3596881959910913,0.4510022271714922,0.5662583518930958,Peter,Orange
379,379,2024-06-19,2023-06-16,fuawGuBQLOdSdNVJVaDHomivTRMriqSisebaLwaP,RbXGClxGCjqnHwNthTiiwaZtEmRpGtGgPdKXHwJz,6593.02,13895.81,97969.21,92446.93,62840.04,64823.17,75054.93,10306.82,93771.66,43.91,watermelon,2023,6,,,,,,,,,,,,,,,,,,,,,,,,,,
380,380,2024-03-10,2025-02-14,mtKCAMmLOsrINXVwsyWwSjHAMXXHGqlltWVHnJhT,rVyOIvsZmsGjItGpshOebZyjzjXHmlhqKvNKPzwD,21789.39,81889.95,35279.88,1334.88,29430.48,67903.63,94901.41,93126.07,3881.67,21.95,Family Church,2025,3,rVyOIvsZmsGjItGpshOebZyjzjXHmlhqKvNKPzwD,1511.21,1511.21,1511.21,2019.0,2019.0,12.0,12.0,12.0,1511.21,1.0,,,,,,,6.0,6.0,251.86833333333334,0.16666666666666666,0.014476614699331848,0.4510022271714922,0.9548997772828508,Beth,Red
381,381,2023-08-19,2024-09-07,npKdZZUGKplAANvZLtdJHTuyEzTWeJMsQILVjUME,tkGYWLYrdYeeblIIeivlASxvqKQEbLUcAQvyARSF,77707.9,63976.11,50413.69,74167.93,84960.22,53767.96,27721.36,86237.2,92517.62,6.06,watermelon,2024,8,tkGYWLYrdYeeblIIeivlASxvqKQEbLUcAQvyARSF,91700.15,91700.15,91700.15,2021.0,2021.0,8.0,8.0,8.0,91700.15,1.0,,,,,,,4.0,4.0,22925.0375,0.25,0.8574610244988864,0.4510022271714922,0.7065701559020044,Laura,Purple
382,382,2025-09-07,2024-12-21,FCGKsCTUvHRXTIRqMBdbQpRqRiLJrcieDkiOdmCF,SLcezqKWIlPRRNaEIwaGlFFdCwaKgQANqzMwNmel,93007.7,78761.78,46590.62,72856.41,91441.5,46053.83,35646.53,32619.67,37956.34,48.08,temple,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
383,383,2023-10-25,2025-10-21,MPQiSeKnWFCQubWNhrKEFrDEXlZuKBUIcgwxuuwP,nHJRrfRNojrUFQLJynYQcSpQmkUrIBZZHbhVJhdc,23295.96,59839.35,70167.06,87456.28,4103.04,9729.36,3938.85,48152.03,23571.98,42.1,watermelon,2025,10,,,,,,,,,,,,,,,,,,,,,,,,,,
384,384,2024-11-21,2024-01-28,FYkGzFMDVmBFrvIvhUiEsvutdKcUggkJNTNxjyqL,QIpslAHmdULRqbyczqCzNCLezugiMNbypGIEatwA,42871.68,11186.12,23774.92,10731.72,96828.37,51551.39,50461.02,78160.74,69824.85,54.75,Family Church,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,
